college_name,state,cost_of_attendance,out_of_state_tuition_premium,tuition_free_threshold,average_aid_percentage,endowment_size,requires_css_profile,net_price_0_30k,net_price_30k_48k,net_price_48k_75k,net_price_75k_110k,net_price_110k_plus
University of Mississippi,MS,28660,18828,0,,,False,8945.0,9217.0,14794.0,18573.0,21313.0
University of Missouri-Columbia,MO,31713,21219,0,,,False,13841.0,13378.0,13722.0,19762.0,26304.0
University of Missouri-Kansas City,MO,25320,17640,0,,,False,10576.0,10472.0,12613.0,16019.0,18877.0
University of Missouri-St Louis,MO,31199,21000,0,,,False,13031.0,12979.0,15222.0,17598.0,21608.0
University of Mobile,AL,41115,0,0,,,True,17550.0,21133.0,21633.0,24766.0,27447.0
University of Montevallo,AL,27398,13020,0,,,False,14471.0,16104.0,18615.0,20357.0,21873.0
University of Mount Olive,NC,38569,0,0,,,True,18227.0,16066.0,20923.0,15250.0,21498.0
University of Mount Saint Vincent,NY,54170,0,0,,,True,19203.0,19157.0,22575.0,24499.0,27884.0
University of Mount Union,OH,49276,0,0,,,True,16786.0,19428.0,17741.0,23474.0,26495.0
University of Nebraska at Kearney,NE,25808,6608,0,,,False,13066.0,13350.0,14547.0,16703.0,20664.0
University of Nebraska at Omaha,NE,21120,14488,0,,,False,10534.0,10614.0,12324.0,15540.0,19466.0
University of Nebraska-Lincoln,NE,26697,18150,0,,,False,12751.0,13054.0,14699.0,18975.0,22346.0
University of Nevada-Las Vegas,NV,19638,17663,0,,,False,8526.0,8537.0,10606.0,13513.0,15905.0
University of Nevada-Reno,NV,25786,18142,0,,,False,12674.0,13125.0,14537.0,18317.0,21646.0
University of New England,ME,63245,0,0,,,True,31371.0,32046.0,32348.0,36237.0,41991.0
University of New Hampshire College of Professional Studies Online,NH,15451,1560,0,,,False,4587.0,,9416.0,15451.0,
University of New Hampshire at Manchester,NH,20020,20580,0,,,False,3181.0,7034.0,5018.0,7270.0,16386.0
University of New Hampshire-Main Campus,NH,35537,20650,0,,,False,16523.0,17476.0,19446.0,22815.0,28588.0
University of New Haven,CT,66962,0,0,,,True,27837.0,29043.0,31601.0,34853.0,38385.0
University of New Mexico-Main Campus,NM,21259,22920,0,,,False,11938.0,13045.0,16196.0,17906.0,19053.0
University of New Orleans,LA,23431,4836,0,,,False,11532.0,10506.0,13222.0,16942.0,17504.0
University of North Alabama,AL,23786,10200,0,,,False,9741.0,10127.0,11665.0,13903.0,14866.0
University of North Carolina Asheville,NC,21685,17348,0,,,False,8219.0,8735.0,11570.0,15854.0,18786.0
University of North Carolina School of the Arts,NC,26470,17734,0,,,False,3165.0,7828.0,11491.0,20173.0,25172.0
University of North Carolina Wilmington,NC,26547,16875,0,,,False,10778.0,12572.0,17378.0,24046.0,25573.0
University of North Carolina at Chapel Hill,NC,26055,32209,0,,,False,2004.0,3918.0,8538.0,16415.0,24396.0
University of North Carolina at Charlotte,NC,23010,15253,0,,,False,10357.0,10668.0,13690.0,19822.0,21761.0
University of North Carolina at Greensboro,NC,21373,16351,0,,,False,7305.0,8082.0,11605.0,16979.0,19580.0
University of North Carolina at Pembroke,NC,17261,4000,0,,,False,7919.0,8892.0,10932.0,14564.0,15999.0
University of North Dakota,ND,25605,4619,0,,,False,13126.0,12251.0,15206.0,18981.0,20730.0
University of North Florida,FL,20983,14404,0,,,False,6647.0,6866.0,10000.0,13842.0,17730.0
University of North Georgia,GA,18177,11218,0,,,False,6981.0,7261.0,10118.0,12059.0,13481.0
University of North Texas,TX,26243,9840,0,,,False,12311.0,12668.0,14473.0,19576.0,22943.0
University of North Texas at Dallas,TX,20064,12299,0,,,False,4713.0,5743.0,7725.0,14171.0,16040.0
University of Northern Colorado,CO,29254,14850,0,,,False,12695.0,13290.0,16038.0,18441.0,24306.0
University of Northern Iowa,IA,22278,11776,0,,,False,10863.0,11751.0,14099.0,17740.0,18706.0
University of Northwestern-St Paul,MN,51325,0,0,,,True,26696.0,23884.0,21689.0,25267.0,31348.0
University of Notre Dame,IN,83271,0,0,,,True,7244.0,7254.0,11432.0,18670.0,45321.0
University of Oklahoma-Norman Campus,OK,28872,17580,0,,,False,10509.0,10602.0,14536.0,19342.0,20986.0
University of Oregon,OR,34793,28461,0,,,False,15909.0,15760.0,18364.0,24704.0,31021.0
University of Pennsylvania,PA,89028,0,0,,,True,0.0,316.0,10439.0,25476.0,55972.0
University of Phoenix-Arizona,AZ,19909,0,0,,,True,12776.0,13833.0,14963.0,17177.0,19150.0
University of Pikeville,KY,33420,0,0,,,True,13115.0,18160.0,23075.0,24065.0,25755.0
University of Pittsburgh-Bradford,PA,30478,11874,0,,,False,9138.0,8265.0,17407.0,18875.0,23352.0
University of Pittsburgh-Greensburg,PA,30141,11874,0,,,False,9514.0,10146.0,15877.0,21381.0,24751.0
University of Pittsburgh-Johnstown,PA,30349,11874,0,,,False,10106.0,10488.0,15248.0,19887.0,24980.0
University of Pittsburgh-Pittsburgh Campus,PA,38105,19504,0,,,False,14709.0,18371.0,23192.0,31567.0,36008.0
University of Portland,OR,73224,0,0,,,True,20070.0,16577.0,23858.0,27021.0,37284.0
University of Providence,MT,43477,0,0,,,True,14257.0,11616.0,16802.0,22545.0,20676.0
University of Puerto Rico,PR,12501,0,0,,,False,7035.0,9432.0,11088.0,11091.0,11101.0
University of Puerto Rico at Cayey,PR,15909,0,0,,,False,9495.0,9682.0,11897.0,12913.0,13433.0
University of Puerto Rico at Ponce,PR,17193,0,0,,,False,10114.0,10534.0,13017.0,13600.0,12404.0
University of Puerto Rico-Aguadilla,PR,14498,0,0,,,False,7200.0,7993.0,9454.0,9266.0,14498.0
University of Puerto Rico-Arecibo,PR,17710,0,0,,,False,10332.0,11033.0,12065.0,12960.0,
University of Puerto Rico-Carolina,PR,19396,0,0,,,False,12287.0,13001.0,15267.0,16900.0,18229.0
University of Puerto Rico-Humacao,PR,19547,0,0,,,False,12036.0,12957.0,15481.0,16960.0,19547.0
University of Puerto Rico-Mayaguez,PR,21637,0,0,,,False,17939.0,17931.0,17929.0,17457.0,18466.0
University of Puerto Rico-Rio Piedras,PR,15118,0,0,,,False,8018.0,8553.0,11002.0,11925.0,13018.0
University of Puget Sound,WA,78378,0,0,,,True,23643.0,23133.0,31649.0,34870.0,45456.0
University of Redlands,CA,76630,0,0,,,True,28287.0,25728.0,26196.0,25767.0,38257.0
University of Rhode Island,RI,34321,20204,0,,,False,14368.0,12923.0,17803.0,23394.0,28460.0
University of Richmond,VA,80961,0,0,,,True,12808.0,6507.0,15553.0,22021.0,49892.0
University of Rochester,NY,85962,0,0,,,True,9678.0,12185.0,21087.0,27883.0,46801.0
University of Saint Francis-Fort Wayne,IN,47223,0,0,,,True,12720.0,12392.0,15525.0,21248.0,24373.0
University of Saint Joseph,CT,59900,0,0,,,True,24563.0,23940.0,24054.0,27701.0,31958.0
University of Saint Mary,KS,48728,0,0,,,True,21899.0,16474.0,17722.0,21597.0,26595.0
University of San Diego,CA,78720,0,0,,,True,15586.0,17441.0,19557.0,27012.0,46989.0
University of San Francisco,CA,80141,0,0,,,True,31537.0,33207.0,34315.0,38933.0,52497.0
University of Science and Arts of Oklahoma,OK,20662,11190,0,,,False,3493.0,3548.0,7223.0,13352.0,14413.0
University of Scranton,PA,69552,0,0,,,True,23896.0,23407.0,23912.0,29482.0,39348.0
University of Silicon Valley,CA,35722,0,0,,,True,24350.0,27140.0,28102.0,28144.0,34379.0
University of Sioux Falls,SD,34274,0,0,,,True,18145.0,17804.0,17992.0,21375.0,24038.0
University of South Alabama,AL,25476,8976,0,,,False,12657.0,13265.0,16277.0,23252.0,25322.0
University of South Carolina Aiken,SC,21540,10458,0,,,False,8987.0,8435.0,11440.0,16046.0,17502.0
University of South Carolina Beaufort,SC,24353,11046,0,,,False,11397.0,10614.0,13846.0,19001.0,20250.0
University of South Carolina-Columbia,SC,31638,23284,0,,,False,12634.0,14953.0,19859.0,24478.0,28125.0
University of South Carolina-Upstate,SC,25124,11502,0,,,False,11618.0,11537.0,13394.0,17356.0,19325.0
University of South Dakota,SD,24422,3510,0,,,False,14921.0,15942.0,18540.0,21202.0,22193.0
University of South Florida,FL,22859,10914,0,,,False,4122.0,5444.0,9326.0,15224.0,18497.0
University of Southern California,CA,90300,0,0,,,True,13516.0,14394.0,19539.0,24976.0,56116.0
University of Southern Maine,ME,23717,16660,0,,,False,9999.0,10847.0,12550.0,16750.0,19180.0
University of Southern Mississippi,MS,26566,2000,0,,,False,19867.0,20432.0,22756.0,25812.0,26542.0
University of St Francis,IL,46239,0,0,,,True,8547.0,5584.0,10749.0,11311.0,20192.0
University of St Thomas (MN),MN,66116,0,0,,,True,28131.0,26820.0,24357.0,25363.0,33232.0
University of St Thomas (TX),TX,45672,0,0,,,True,18441.0,17453.0,17972.0,21543.0,26086.0
University of Toledo,OH,26512,9360,0,,,False,13524.0,13365.0,16407.0,19659.0,22053.0
University of Tulsa,OK,64459,0,0,,,True,5578.0,8616.0,10871.0,18579.0,25473.0
University of Utah,UT,25557,21240,0,,,False,13123.0,13424.0,14246.0,17663.0,21533.0
University of Valley Forge,PA,45422,0,0,,,True,30614.0,31228.0,32077.0,33146.0,32981.0
University of Vermont,VT,35649,26444,0,,,False,11127.0,13373.0,14339.0,20926.0,25775.0
University of Virginia's College at Wise,VA,26593,16230,0,,,False,8891.0,7668.0,7455.0,8813.0,16176.0
University of Virginia-Main Campus,VA,39926,37709,0,,,False,8174.0,9696.0,13283.0,20822.0,35402.0
University of Washington-Bothell Campus,WA,26908,30236,0,,,False,5573.0,6350.0,8415.0,15215.0,25993.0
University of Washington-Seattle Campus,WA,32446,30236,0,,,False,6384.0,7039.0,8110.0,14328.0,30019.0
University of Washington-Tacoma Campus,WA,25346,30236,0,,,False,4458.0,6135.0,6748.0,11449.0,22183.0
University of West Alabama,AL,22758,9100,0,,,False,12179.0,12523.0,14606.0,18550.0,
University of West Florida,FL,19947,12881,0,,,False,4815.0,6462.0,8077.0,12456.0,16620.0
University of West Georgia,GA,21981,11712,0,,,False,10339.0,10523.0,12957.0,15471.0,16810.0
University of Wisconsin-Eau Claire,WI,21705,9586,0,,,False,10270.0,10968.0,12766.0,18278.0,20778.0
University of Wisconsin-Green Bay,WI,19366,8588,0,,,False,9144.0,9166.0,11169.0,16105.0,18975.0
University of Wisconsin-La Crosse,WI,19593,9447,0,,,False,8224.0,8766.0,10608.0,17394.0,18991.0
University of Wisconsin-Madison,WI,28679,30500,0,,,False,4200.0,4101.0,8134.0,17763.0,27292.0
University of Wisconsin-Milwaukee,WI,22756,12000,0,,,False,10329.0,10709.0,12344.0,19315.0,21477.0
University of Wisconsin-Oshkosh,WI,19652,7914,0,,,False,9236.0,9654.0,11601.0,16853.0,19223.0
University of Wisconsin-Parkside,WI,18199,9159,0,,,False,7425.0,7592.0,11241.0,15071.0,17917.0
University of Wisconsin-Platteville,WI,21266,8959,0,,,False,9009.0,10459.0,12065.0,17984.0,20245.0
University of Wisconsin-River Falls,WI,19781,8462,0,,,False,8472.0,9014.0,10796.0,16578.0,18234.0
University of Wisconsin-Stevens Point,WI,20079,9020,0,,,False,8833.0,9609.0,11428.0,17042.0,18737.0
University of Wisconsin-Stout,WI,22797,8564,0,,,False,10966.0,12229.0,13164.0,19528.0,22028.0
University of Wisconsin-Superior,WI,19860,7914,0,,,False,9679.0,10178.0,9710.0,13728.0,17859.0
University of Wisconsin-Whitewater,WI,18719,10100,0,,,False,8440.0,8752.0,11176.0,16551.0,18229.0
University of Wyoming,WY,24818,16410,0,,,False,7977.0,7730.0,9585.0,15205.0,19634.0
University of the Cumberlands,KY,25567,0,0,,,True,10736.0,11147.0,12572.0,16441.0,18846.0
University of the Incarnate Word,TX,48681,0,0,,,True,19260.0,19487.0,21950.0,25084.0,31539.0
University of the Ozarks,AR,38666,0,0,,,True,14664.0,14551.0,19291.0,18632.0,22836.0
University of the Pacific,CA,71515,0,0,,,True,17004.0,18152.0,19209.0,24323.0,38662.0
University of the Southwest,NM,28210,0,0,,,True,15384.0,14090.0,15943.0,20077.0,21985.0
University of the Virgin Islands,VI,17771,10600,0,,,False,6578.0,5968.0,8551.0,11160.0,11863.0
Upper Iowa University,IA,34022,0,0,,,True,17715.0,22774.0,18720.0,20041.0,23805.0
Urshan University,MO,17175,0,0,,,True,13314.0,14405.0,14946.0,17092.0,16675.0
Ursinus College,PA,76815,0,0,,,True,20622.0,24154.0,28815.0,31326.0,33625.0
Ursuline College,OH,50523,0,0,,,True,13134.0,13286.0,14768.0,19119.0,22048.0
Uta Mesivta of Kiryas Joel,NY,21682,0,0,,,True,3915.0,3898.0,4617.0,6690.0,4482.0
Utah State University,UT,21654,15574,0,,,False,12057.0,12803.0,13521.0,16094.0,19169.0
Utica University,NY,37205,0,0,,,True,13290.0,14518.0,16439.0,20217.0,26685.0
Valdosta State University,GA,20801,11712,0,,,False,9378.0,9541.0,11877.0,14906.0,15905.0
Valley City State University,ND,20468,5030,0,,,False,7879.0,7787.0,10841.0,12538.0,14570.0
Valparaiso University,IN,58437,0,0,,,True,11043.0,12055.0,15279.0,22311.0,24780.0
VanderCook College of Music,IL,44613,0,0,,,True,16308.0,,17968.0,20485.0,31777.0
Vanderbilt University,TN,89590,0,0,,,True,3414.0,1876.0,4498.0,12153.0,45145.0
Vanguard University of Southern California,CA,52665,0,0,,,True,17225.0,18462.0,18976.0,24117.0,27684.0
Vassar College,NY,87419,0,0,,,True,15953.0,14548.0,14126.0,25773.0,56615.0
Veritas Baptist College,IN,24494,0,0,,,True,20796.0,20699.0,22527.0,24494.0,
Vermont State University,VT,25988,10344,0,,,False,14645.0,12998.0,16279.0,20668.0,24007.0
Villa Maria College,NY,36335,0,0,,,True,13049.0,13265.0,12274.0,12775.0,25069.0
Villanova University,PA,84793,0,0,,,True,17823.0,16496.0,20923.0,33389.0,58741.0
Virginia Commonwealth University,VA,38954,23164,0,,,False,17512.0,17777.0,20925.0,24691.0,32739.0
Virginia Military Institute,VA,34824,31592,0,,,False,12697.0,9246.0,12162.0,13385.0,23434.0
Virginia Polytechnic Institute and State University,VA,36951,21816,0,,,False,11689.0,11670.0,17894.0,25835.0,34201.0
Virginia State University,VA,27661,12607,0,,,False,13220.0,14758.0,19463.0,22223.0,25508.0
Virginia Union University,VA,29075,0,0,,,True,11424.0,12372.0,14420.0,21362.0,18301.0
Virginia University of Lynchburg,VA,25328,0,0,,,True,19700.0,23224.0,24205.0,,
Virginia Wesleyan University,VA,51255,0,0,,,True,14080.0,17108.0,15967.0,22603.0,24782.0
Visible Music College,TN,31820,0,0,,,True,27744.0,26450.0,27873.0,,30820.0
Viterbo University,WI,45558,0,0,,,True,13657.0,16927.0,16463.0,20847.0,26365.0
Voorhees University,SC,25574,0,0,,,True,11968.0,13701.0,18453.0,21067.0,
Wabash College,IN,65144,0,0,,,True,16586.0,13526.0,18175.0,18681.0,30511.0
Wagner College,NY,65574,0,0,,,True,20993.0,21944.0,24930.0,28217.0,32604.0
Wake Forest University,NC,87499,0,0,,,True,6525.0,6331.0,7647.0,12771.0,58081.0
Walden University,MN,35358,0,0,,,True,32652.0,34983.0,,,
Waldorf University,IA,39675,0,0,,,True,16448.0,18378.0,23045.0,21244.0,23667.0
Walla Walla University,WA,45903,0,0,,,True,18675.0,20079.0,20776.0,24081.0,28760.0
Walsh University,OH,47575,0,0,,,True,20458.0,17849.0,18642.0,22737.0,20373.0
Warner Pacific University,OR,38948,0,0,,,True,18577.0,27432.0,23495.0,30169.0,32393.0
Warner University,FL,41044,0,0,,,True,17853.0,18884.0,21526.0,18958.0,23060.0
Warren Wilson College,NC,56966,0,0,,,True,13566.0,17514.0,21046.0,25834.0,27982.0
Wartburg College,IA,64359,0,0,,,True,21688.0,20751.0,27056.0,28873.0,38864.0
Washburn University,KS,21512,11004,0,,,False,20310.0,9693.0,10758.0,13922.0,15472.0
Washington & Jefferson College,PA,42972,0,0,,,True,15265.0,13958.0,18975.0,32322.0,29655.0
Washington Adventist University,MD,34309,0,0,,,True,17534.0,15160.0,19311.0,22090.0,21480.0
Washington College,MD,73314,0,0,,,True,17804.0,22722.0,25068.0,26760.0,33980.0
Washington State University,WA,27648,16559,0,,,False,7074.0,8971.0,11519.0,18426.0,24726.0
Washington University in St Louis,MO,88488,0,0,,,True,1716.0,1928.0,5578.0,12603.0,42170.0
Washington and Lee University,VA,87000,0,0,,,True,0.0,75.0,4497.0,8162.0,40646.0
Wayland Baptist University,TX,36323,0,0,,,True,20070.0,16344.0,19949.0,21542.0,25435.0
Wayne State College,NE,22565,0,0,,,False,12844.0,11698.0,13851.0,16841.0,18905.0
Wayne State University,MI,27350,16847,0,,,False,11090.0,10721.0,12068.0,14828.0,19862.0
Waynesburg University,PA,44397,0,0,,,True,12916.0,11974.0,14786.0,19300.0,27921.0
Webb Institute,NY,81950,0,0,,,True,,61170.0,,70713.0,76350.0
Webber International University,FL,50989,0,0,,,True,27801.0,25644.0,29924.0,33574.0,32673.0
Webster University,MO,51188,0,0,,,True,22359.0,22083.0,27257.0,29315.0,31314.0
Welch College,TN,37072,0,0,,,True,25590.0,18289.0,23219.0,26783.0,27512.0
Wellesley College,MA,86290,0,0,,,True,2546.0,2836.0,6587.0,11551.0,54188.0
Wentworth Institute of Technology,MA,61096,0,0,,,True,27018.0,27588.0,31922.0,35769.0,38272.0
Wesleyan College,GA,40721,0,0,,,True,11045.0,13317.0,12943.0,9287.0,22726.0
Wesleyan University,CT,89020,0,0,,,True,4871.0,3604.0,6175.0,17294.0,51140.0
West Chester University of Pennsylvania,PA,28394,11824,0,,,False,17018.0,17414.0,20417.0,24715.0,27160.0
West Coast University-Anaheim-Orange County,CA,34887,0,0,,,True,29867.0,,34887.0,,34887.0
West Coast University-Miami,FL,36468,0,0,,,True,29073.0,,33023.0,35522.0,
West Coast University-Ontario,CA,53706,0,0,,,True,45911.0,46861.0,50048.0,53706.0,
West Coast University-Texas,TX,55938,0,0,,,True,49093.0,50493.0,54788.0,,55938.0
West Liberty University,WV,23809,8549,0,,,False,12714.0,14460.0,15087.0,17362.0,18566.0
West Texas A & M University,TX,23482,1895,0,,,False,16525.0,17218.0,19268.0,22454.0,23439.0
West Virginia State University,WV,19772,5420,0,,,False,9457.0,10225.0,10703.0,13798.0,17355.0
West Virginia University,WV,26415,18504,0,,,False,9450.0,12501.0,14179.0,18710.0,20273.0
West Virginia University Institute of Technology,WV,18907,12648,0,,,False,6998.0,6752.0,9137.0,11861.0,14797.0
West Virginia Wesleyan College,WV,48190,0,0,,,True,12611.0,14807.0,14848.0,19834.0,24004.0
Westcliff University,CA,44210,0,0,,,True,24253.0,33829.0,35913.0,36031.0,40799.0
Western Carolina University,NC,19992,4000,0,,,False,8816.0,10012.0,12605.0,17060.0,17992.0
Western Colorado University,CO,25736,13116,0,,,False,11490.0,10868.0,13908.0,16928.0,21396.0
Western Connecticut State University,CT,24877,3500,0,,,False,13507.0,13716.0,16697.0,18737.0,21318.0
Western Governors University,UT,16728,0,0,,,True,12064.0,12436.0,12578.0,14824.0,12734.0
Western Illinois University,IL,28254,0,0,,,False,6941.0,8787.0,12062.0,16294.0,19701.0
Western Kentucky University,KY,24188,15348,0,,,False,7087.0,6871.0,9765.0,14049.0,17653.0
Western Michigan University,MI,29237,3782,0,,,False,5263.0,5734.0,13833.0,18307.0,23625.0
Western New England University,MA,60262,0,0,,,True,20726.0,22471.0,25205.0,28660.0,29794.0
Western New Mexico University,NM,21562,6486,0,,,False,8381.0,8336.0,12493.0,,13210.0
Western Oregon University,OR,25062,20655,0,,,False,15575.0,14585.0,16151.0,17974.0,20243.0
Western Washington University,WA,30359,19125,0,,,False,12915.0,14147.0,17539.0,24301.0,27984.0
Westfield State University,MA,27649,6080,0,,,False,10751.0,11517.0,14199.0,18201.0,23286.0
Westminster College (MO),MO,51532,0,0,,,True,24543.0,17050.0,22123.0,24957.0,26066.0
Westminster College (PA),PA,53003,0,0,,,True,15226.0,15101.0,17687.0,19595.0,23964.0
Westminster University,UT,57616,0,0,,,True,22972.0,24138.0,21768.0,25316.0,30417.0
Westmont College,CA,71150,0,0,,,True,20899.0,15492.0,19867.0,24524.0,38124.0
Wheaton College,IL,59263,0,0,,,True,20001.0,18587.0,20553.0,24176.0,33435.0
Wheaton College (Massachusetts),MA,79311,0,0,,,True,20076.0,21528.0,28299.0,28639.0,33956.0
Wheeling University,WV,42504,0,0,,,True,17739.0,19718.0,19913.0,22608.0,22824.0
Whitman College,WA,78092,0,0,,,True,13567.0,11596.0,21915.0,27237.0,47679.0
Whittier College,CA,63664,0,0,,,True,21718.0,19928.0,24973.0,26718.0,30599.0
Whitworth University,WA,68516,0,0,,,True,16788.0,18242.0,20358.0,26525.0,34641.0
Wichita State University,KS,21780,10185,0,,,False,9734.0,9696.0,13564.0,16893.0,19184.0
Widener University,PA,70621,0,0,,,True,21200.0,22275.0,22514.0,25900.0,32296.0
Wilberforce University,OH,25676,0,0,,,True,5630.0,5313.0,5211.0,5217.0,5226.0
Wiley University,TX,19097,0,0,,,True,6137.0,6098.0,8776.0,12251.0,14097.0
Wilkes University,PA,56765,0,0,,,True,25062.0,23440.0,26432.0,27843.0,31638.0
Willamette University,OR,67501,0,0,,,True,16182.0,16825.0,18225.0,22382.0,33794.0
William & Mary,VA,43035,25124,0,,,False,3106.0,881.0,5916.0,16803.0,34370.0
William Carey University,MS,29651,0,0,,,True,12224.0,12411.0,15320.0,18436.0,19701.0
William Jessup University,CA,53703,0,0,,,True,23123.0,22690.0,24674.0,30717.0,34753.0
William Jewell College,MO,35785,0,0,,,True,12909.0,4356.0,12869.0,16624.0,23901.0
William Paterson University of New Jersey,NJ,28476,9640,0,,,False,16171.0,18287.0,18505.0,22862.0,24917.0
William Peace University,NC,49362,0,0,,,True,15779.0,18233.0,20429.0,23046.0,30565.0
William Penn University,IA,42874,0,0,,,True,20608.0,19378.0,20560.0,24245.0,25916.0
William Woods University,MO,49094,0,0,,,True,24014.0,22967.0,24218.0,29491.0,29428.0
Williams Baptist University,AR,33597,0,0,,,True,10733.0,19044.0,15655.0,15195.0,24028.0
Williams College,MA,84860,0,0,,,True,0.0,0.0,0.0,3030.0,49594.0
Wilmington College,OH,43431,0,0,,,True,19820.0,21434.0,21559.0,27017.0,27149.0
Wilmington University,DE,19644,0,0,,,True,15500.0,15920.0,16623.0,19644.0,
Wilson College,PA,39344,0,0,,,True,14808.0,18436.0,18236.0,20905.0,26246.0
Wingate University,NC,57473,0,0,,,True,18772.0,18092.0,18865.0,21651.0,24759.0
Winona State University,MN,23683,6732,0,,,False,10224.0,11792.0,13814.0,17871.0,21307.0
Winston-Salem State University,NC,23147,10656,0,,,False,11463.0,12412.0,14681.0,18813.0,21405.0
Winthrop University,SC,30710,13998,0,,,False,12608.0,12983.0,13966.0,18518.0,21359.0
Wisconsin Lutheran College,WI,48785,0,0,,,True,18190.0,15913.0,20519.0,20475.0,28019.0
Wittenberg University,OH,57799,0,0,,,True,17609.0,16328.0,17197.0,19178.0,25058.0
Wofford College,SC,72441,0,0,,,True,8493.0,11627.0,10830.0,19092.0,23770.0
Women's Institute of Torah Seminary and College,MD,32300,0,0,,,True,7838.0,11917.0,11288.0,25655.0,
Woodbury University,CA,58010,0,0,,,True,28815.0,28368.0,30748.0,32773.0,39808.0
Worcester Polytechnic Institute,MA,78679,0,0,,,True,24018.0,24452.0,32350.0,37753.0,49716.0
Worcester State University,MA,22874,6080,0,,,False,8793.0,9629.0,9540.0,13658.0,19679.0
Wright State University-Lake Campus,OH,16340,9700,0,,,False,7349.0,7436.0,10188.0,12536.0,15152.0
Wright State University-Main Campus,OH,24373,9700,0,,,False,11952.0,11631.0,14501.0,18734.0,20720.0
Xavier University,OH,65476,0,0,,,True,26728.0,28201.0,32175.0,33824.0,35451.0
Xavier University of Louisiana,LA,40434,0,0,,,True,14405.0,15094.0,17836.0,19118.0,24096.0
Yale University,CT,88300,0,0,,,True,17633.0,15626.0,17943.0,12558.0,45951.0
Yeshiva Bais Aharon,NJ,19522,0,0,,,True,11187.0,,11187.0,14037.0,
Yeshiva College of the Nations Capital,MD,25800,0,0,,,True,,7600.0,,12100.0,
Yeshiva D'monsey Rabbinical College,NY,20600,0,0,,,True,8105.0,7598.0,8958.0,9085.0,
Yeshiva Gedolah Imrei Yosef D'spinka,NY,15989,0,0,,,True,5174.0,6923.0,7144.0,,
Yeshiva Gedolah Kesser Torah,NY,18900,0,0,,,True,,9975.0,9917.0,10819.0,
Yeshiva Gedolah Tiferes Boruch,NJ,17600,0,0,,,True,8910.0,8609.0,10307.0,10513.0,6300.0
Yeshiva Gedolah of Cliffwood,NJ,17850,0,0,,,True,9755.0,9527.0,9755.0,,
Yeshiva Gedolah of Greater Detroit,MI,19682,0,0,,,True,,10082.0,11125.0,13272.0,12562.0
Yeshiva Karlin Stolin,NY,18612,0,0,,,True,5958.0,6374.0,7103.0,8112.0,
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,CA,31300,0,0,,,True,14300.0,15486.0,13987.0,16940.0,10300.0
Yeshiva Ohr Naftoli,NY,21700,0,0,,,True,12394.0,12394.0,14275.0,,
Yeshiva Shaar Ephraim,NY,22510,0,0,,,True,9607.0,10902.0,11998.0,12126.0,12360.0
Yeshiva Sholom Shachna,NY,21750,0,0,,,True,10206.0,14111.0,13787.0,9925.0,12030.0
Yeshiva Toras Chaim,NJ,23250,0,0,,,True,3247.0,4931.0,5629.0,8287.0,
Yeshiva University,NY,70892,0,0,,,True,24103.0,25462.0,28207.0,41944.0,69618.0
Yeshiva Yesoda Hatorah Vetz Chaim,NY,24473,0,0,,,True,10426.0,11941.0,12103.0,16225.0,16473.0
Yeshiva Yesodei Hatorah,NJ,24600,0,0,,,True,,16805.0,17019.0,14431.0,17828.0
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,NY,21150,0,0,,,True,6300.0,6300.0,6300.0,9206.0,
Yeshiva of Kasho,NY,21356,0,0,,,True,8505.0,8949.0,10732.0,,
Yeshiva of Machzikai Hadas,NY,35348,0,0,,,True,22890.0,22549.0,25276.0,22698.0,
Yeshiva of Nitra Rabbinical College,NY,23300,0,0,,,True,10236.0,10834.0,13861.0,15555.0,
Yeshiva of Ocean,NY,17300,0,0,,,True,9905.0,9780.0,8344.0,,
Yeshivah Gedolah Rabbinical College,FL,19300,0,0,,,True,13672.0,12115.0,12288.0,,
Yeshivas Be'er Yitzchok,NJ,36850,0,0,,,True,27764.0,,,30270.0,
Yeshivas Sanz Klauzenburg,NY,22355,0,0,,,True,9765.0,9778.0,11442.0,14055.0,
Yeshivath Viznitz,NY,20397,0,0,,,True,7589.0,8898.0,11493.0,12200.0,15652.0
York College of Pennsylvania,PA,37319,0,0,,,True,12927.0,14581.0,17024.0,17799.0,22196.0
York University,NE,34268,0,0,,,True,19343.0,19940.0,20531.0,22098.0,22789.0
Young Harris College,GA,48301,0,0,,,True,19721.0,17986.0,20095.0,22992.0,25053.0
Youngstown State University,OH,21708,360,0,,,False,9328.0,9421.0,13369.0,16249.0,18235.0
